title,text,subject,date
" Papa John’s Founder Retires, Figures Out Racism Is Bad For Business","A centerpiece of Donald Trump s campaign, and now his presidency, has been his white supremacist ways. That is why so many of the public feuds he gets into involve people of color. One of his favorite targets, is, of course, the players in the National Football League who dare to exercise their First Amendment rights by kneeling during the national anthem in protest of racist police brutality. Well, there is one person who has figured out that racism is bad for business, even if it did get the orange overlord elected: The founder of the pizza chain Papa John s.This is a man who has never been on the right side of history on any number of issues, and plus his pizza sucks. But, when he decided to complain about the players protesting, his sales really dropped. Turns out racism doesn t pay, and we all know that corporations are all about the bottom line. Therefore, Papa John Schnatter will no longer be CEO of the hack pizza chain.BREAKING: Papa John's founder John Schnatter to step down as CEO; announcement comes weeks after he criticized NFL over protests.  AP Business News (@APBusiness) December 21, 2017The thing is, while people are certainly allowed to have political opinions, they have to realize that those opinions can often come with dire consequences   especially if one is in the business of trying to garner sales and support from any and all people, which one would presume is the goal of all CEO s. No one knows whether or not the pressure from his shareholders, the public outcry or boycotts, or even the NFL itself had anything to do with his stepping down. As of right now, all we know is that he will be gone, and perhaps the future CEO will run a company that is inclusive of the diverse fabric that we call America. After all, the guiding symbol of this nation will always be the Statue of Liberty, and bigots like Trump and Schnatter are the past. The rest of us are the future. We just have to survive the present to get there.Featured image via Rob Kim/Getty Images",News,21-Dec-17
 WATCH: Paul Ryan Just Told Us He Doesn’t Care About Struggling Families Living In Blue States,"Republicans are working overtime trying to sell their scam of a tax bill to the public as something that directly targets middle-class and working-class families with financial relief. Nothing could be further from the truth, and they re getting hammered on that repeatedly. Speaking on CNBC, Paul Ryan was going full throttle, trying to convince us that the paltry savings we re getting is actually wait for it big money.But he didn t just go with the usual talking points. With a smug look that only someone who grew up in a wealthy family can muster when talking about that which he does not know, Ryan claimed that the $2,059 more per year that families living paycheck-to-paycheck will see is extremely significant. Then he decided he had to amend that to say such savings might be nothing to a family earning $600,000 per year (true), or for people living in New York or California (false).Those are the same two states that Trump s loyal subjects insist on stripping from the 2016 vote totals to claim that Trump actually won the popular vote. Watch Ryan completely dismiss all the struggling families living in blue states below:If you re living paycheck-to-paycheck which is more than half of the people in this country and you got #2059more from a tax cut next year, that s not nothing. pic.twitter.com/8TKtrMqRa1  Paul Ryan (@SpeakerRyan) December 21, 2017Someone needs to reach through their computer or television and wipe that smugness off his face. It is the height of arrogance and insult to imply that there are no struggling families in either of those two states.Featured image via Mark Wilson/Getty Images",News,21-Dec-17
 Bad News For Trump — Mitch McConnell Says No To Repealing Obamacare In 2018,"Republicans have had seven years to come up with a viable replacement for Obamacare but they failed miserably. After taking a victory lap for gifting the wealthy with a tax break on Wednesday, Donald Trump looked at the cameras and said,  We have essentially repealed Obamacare and we will come up with something that will be much better. Obamacare has been repealed in this bill,  he added. Well, like most things Trump says, that s just not true. But, if the former reality show star could have done that in order to eradicate former President Obama s signature legislation, he would have and without offering an alternative.Senate Majority Leader Mitch McConnell told NPR that  This has not been a very bipartisan year. I hope in the new year, we re going to pivot here and become more cooperative. An Obamacare repeal in 2018 is DOA. Well, we obviously were unable to completely repeal and replace with a 52-48 Senate,  the Kentucky Republican said.  We ll have to take a look at what that looks like with a 51-49 Senate. But I think we ll probably move on to other issues. NPR reports:McConnell hopes to focus instead on stabilizing the insurance marketplaces to keep premiums from skyrocketing in the early months of 2018, a promise he made to moderate Republican Sen. Susan Collins of Maine to get her support for the tax bill.On top of that McConnell broke with House Speaker Paul Ryan, R-Wis., on the approach to paring back spending on programs like Medicaid and food stamps. McConnell told NPR he is  not interested  in using Senate budget rules to allow Republicans to cut entitlements without consultation with Democrats. I think entitlement changes, to be sustained, almost always have to be bipartisan,  McConnell said.  The House may have a different agenda. If our Democratic friends in the Senate want to join us to tackle any kind of entitlement reform. I d be happy to take a look at it. This is coming from Mitch McConnell. He knows Donald Trump is destroying the GOP. It doesn t matter, Sen. McConnell. We still recall him saying that his  number one priority is making sure president Obama s a one-term president. Well, we re hoping that Trump doesn t last a full term. Funny how that works.Photo by Chip Somodevilla/Getty Images",News,21-Dec-17
" WATCH: Lindsey Graham Trashes Media For Portraying Trump As ‘Kooky,’ Forgets His Own Words","The media has been talking all day about Trump and the Republican Party s scam of a tax bill; as well as the sheer obsequiousness of Trump s cabinet, and then members of Congress, after their tax scam was all but passed. But the media isn t quite saying what Trump wants. They ve been doing analysis and discussion all day long rather than praising it for the grand achievement Trump believes it is. The GOP has increasingly sounded exactly like Trump when it comes to media coverage, and coverage of the tax scam is no different. Coverage of Trump in general hasn t changed.Today, Lindsey Graham went after the media for portraying Trump as a  kook,  and unfit for office (they wouldn t be doing their job if they weren t telling the truth, though). Graham said: You know what concerns me about the American press is this endless, endless attempt to label the guy as some kind of kook; not fit to be president. Jake Tapper notes that he himself has never labeled Trump that way. But then he points out something rather odd about Graham s opinion. Take a look at the short video clip below:Lindsey Graham today: I m concerned by the media s attempt to label Trump as a kook or not fit to be President.Lindsey Graham in 2016:  I think he s a kook. I think he s crazy. I think he s unfit for office.  pic.twitter.com/hIxs3DciO8  Tomthunkit  (@TomthunkitsMind) December 17, 2017There it is, out of Graham s own mouth. He parroted himself. In 2016, he used the exact words to describe Trump that he said the media is using today. Freudian slip?Featured image via video screen capture",News,20-Dec-17
 Heiress To Disney Empire Knows GOP Scammed Us – SHREDS Them For Tax Bill,"Abigail Disney is an heiress with brass ovaries who will profit from the GOP tax scam bill but isn t into f-cking poor people over. Ms. Disney penned an op-ed for USA Today in which she rips the GOP a new one because she has  always been cognizant of income and wealth inequality.  In other words, she is not Donald Trump, Paul Ryan or Bob Corker. Or Mitch McConnell. She is Abigail Disney, dammit. Since the election of Ronald Reagan, the gap between rich and poor has grown dramatically and  trickle down  economics has turned out to cause more of a trickle up,  she writes.  But nothing has brought the problem of inequality into sharper focus for me than the current proposals by Republicans to overhaul the tax system. Disney says that this proposal will be burdensome to the middle class while decreasing  the responsibility of the wealthy to contribute to the common good. And then she dropped a truth bomb. (We like truth bombs.)Republicans insist this plan will cut taxes for the middle class, but the truth is that any meager savings will be offset by losses elsewhere   in deductions no longer allowed, loss of Medicaid and Medicare coverage, and less funding for education, all of which are on the chopping block in order to provide a tax cut for a few very wealthy people like me. There is even a tax break to private jet owners. This bill will give me this tax cut while also killing health insurance for over 13 million people,  Disney wrote.  It will let me pass over $20 million to my children, tax-free. And all my friends with private jets? They get a tax cut too. With a suffocating education system, a dying infrastructure and a national debt that will be at least $1.5 trillion bigger, that social mobility will be far out of reach for people like you,  Disney continued.  But I will be able to stay comfortably right where I am. Does that strike you as fair? No, it does not, thankyouverymuch. But given how this bill was written, I think it s looking a lot like a nightmare from Pirates of the Caribbean,  Disney wrote.  Have I made you angry yet? I really hope I ve made you angry. You should be. No one who votes for this tax bill will be voting with your life in mind. But you will pay for it. Watch:This Disney heiress is taking a stand against the GOP tax bill  even though she s going to benefit from it pic.twitter.com/E5bmcI83mU  NowThis (@nowthisnews) December 20, 2017 If democracy is just a bunch of people advocating for their own self-interest instead of the interests of the greater good, then we re not a democracy, we re anarchy,  Disney added.  We need to start voting and acting as citizens as though the common good matters more than our own personal well-being. This isn t tax reform. It s a heist.Photo by Ralph Orlowski/Getty Images for Burda Media.",News,20-Dec-17
PRESIDENT TRUMP PREDICTED THIS! Riots In Swedish Muslim No-Go Area Prove Trump’s Point [Video],The Biden Crime Family Stole the election!!!!!!!!!!,politics,21-Feb-17
OBAMA’S DOJ SUED Michigan City To Allow MEGA-MOSQUE In Majority Christian Residential Neighborhood…Call Jeff Sessions NOW To Stop This Insanity,"There is only ONE WAY to STOP this mosque from being built against the wishes of citizens in this RESIDENTIAL area, whose citizens are comprised of mostly Christian refugees that fled from Iraq to escape persecution at the hands of Muslims in their homeland: Call the US DOJ and ask our new Attorney General Jeff Sessions to review this case TODAY and ask the DOJ to STOP the mega-mosque from being built: 202-514-2000 A city of 130,000 people in southeastern Michigan is under the gun of Islamic pressure following its denial of a mega-mosque in a residential neighborhood populated largely by Christian refugees who fled Islamic persecution in Iraq.Sterling Heights already has two mosques, but a third, the American Islamic Community Center, applied for a permit and was rejected after it was determined its proposed use was incompatible with the residential area. Too much traffic, too little parking, the city planning commission decided by a 9-0 vote against the mosque in September 2015.But in December, the mosque sued the city and the Obama Justice Department joined in, claiming the real reason the mosque was denied was because the city was caving to anti-Muslim bigotry in the community. Now, a settlement deal is headed to the Sterling Heights City Council on Tuesday evening. If the council votes to sign the deal, it could be very costly for the city.Watch the attorney for the mosque developers call the reasons these mostly Christian refugees from Iraq are in opposition to a mosque being built its their residential neighborhood  fake :Local residents fear it s a bad deal, something similar to the Obama DOJ-orchestrated deal forced upon nearby Pittsfield Township, Michigan, last year. That town had to pay out $1.7 million to local Muslims to whom it had denied a permit for an Islamic school, and township employees were ordered to undergo sensitivity training to assure they never again discriminate against Muslims.Attorney General Jeff Sessions could cancel any similar deal from taking effect in Sterling Heights, but only if he is aware of it and acts quickly. If the city council is found to be cooperating with the Obama DOJ staff who are expediting this consent order to stick it to the Sessions/Trump team, then this city will go nuts,  said Dick Manaserri, spokesman for Secure Michigan, a group formed to educate the public on Shariah law and how it differs from American law.In last November s presidential election, Donald Trump carried Sterling Heights, normally a Democratic Party stronghold, by 56 to 44 percent over Hillary Clinton. He also carried Macomb County, home to Sterling Heights and also a Democratic-oriented county.But Trump s new AG, Sessions, is apparently not yet fully in control of the Justice Department, which includes many holdovers from the Obama administration. Why else would Jeff Sessions not dismiss the Obama DOJ lawsuit against Sterling Heights?  Manaserri asks.  We have been told by legal experts that he has the power to simply dismiss the lawsuit. A consent order typically implies wrongdoing with the application of penalties. When the planning commission denied the mosque permit in September 2015, hundreds of Sterling Heights residents gathered outside City Hall to celebrate. That celebration was caught on video, and critics cited it as evidence the city was somehow biased against Muslims. Tom Mitchell is a resident of Sterling Heights whose family has been there since 1965. He s seen the city s transformation over the past couple of decades under the control of what he calls  progressives.  He avoids the world  Democrat  because the city s elections are technically nonpartisan. I feel that with the left taking over, they are destroying this community. I don t want to become another Dearborn or a Hamtramck. And our elected officials are enabling this takeover,  he said.Hamtramck, just a few miles south of Sterling Heights, became the nation s first city with a Muslim-majority city council in 2016, and a large portion of Dearborn resembles a Middle Eastern country with signs in Arabic and women walking the streets with their faces veiled.He said it s not a matter of discrimination. Churches have been denied building projects in the past because their sites were too close to residential housing. They didn t get the federal government to sue the city; they simply picked another site. I truly believe this one man, Mr. Sessions, has the power to throw out any consent decree that was engineered by Obama s Department of Justice. That is our hope,  Mitchell said.  In fact, I know of hundreds of us who are praying for that opportunity to get it in Jeff Sessions  hands, before Tuesday night, because once it s signed, how do you overturn that? Signing it is tantamount to a consent that we re a bunch of bigots here in Sterling Heights. Calls to Sessions  press office went unanswered Monday as all federal offices were closed for President s Day. A stinger in the eye  of Iraqi Christians in Sterling HeightsMitchell said he and others are trying to get the word out in the community that the Tuesday council meeting will include an agenda item on a proposed settlement to the lawsuit.But the city council did not publish its Tuesday-night agenda in the local legal newspaper, the weekly Sterling Heights Sentry, and it didn t put a notice on its official website until late Friday. We just found out about this, so we ve been rushing to try to put together an opposition to stop the city from signing this document, which is an admission of guilt to something we don t think we committed,  Mitchell said.  As a local resident, I m gonna say we don t discriminate in Sterling Heights. We ve already got two mosques, a Sikh temple, a Buddhist temple and many other diverse houses of worship, so for this city to be called discriminatory is unbelievable. The unfortunate thing is, they want to plop it right in the middle of a Chaldean Christian neighborhood,  Mitchell added.  Somebody planned that. Somebody is seeking to put a stinger in someone s eye. Dr. Ramsay Dass, M.D., president of the American Middle East Christian Congress, said he is not so concerned about another mosque being built in Sterling Heights. He s more concerned about the big picture of political pressure being placed on small cities by an out-of-control federal bureaucracy using coercive tactics. As an American citizen, they are entitled to build a mosque, but I do not believe in making laws that small cities and towns cannot fight politically or financially,  Dass told WND.The federal law being used to coerce cities into approving mosques, even when the mosque is in a residential neighborhood, is the Religion Land Use and Institutional Persons Act, or RELUIPA, which was passed by Congress in 2000.As WND has reported, the Obama administration used this law increasingly against communities denying mosques and less against those denying the construction of churches.Nahren Anweya is a spokesperson for the persecuted Middle Eastern Christians living in Michigan. She has appeared on Fox News and spoken at congressional hearings on Christian persecution in the Middle East. Her family has been living in Michigan since they escaped Iraq in 1989. She said Sterling Heights is home to the nation s second largest Chaldean Catholic community of Iraqi Christians. They thought they found a safe haven, only to find out their ancient nemesis, the Middle Eastern Sunni Muslims, were being resettled in the same county and wanted to build a mosque right in the middle of their neighborhood.Most Iraqi Christians are either Chaldean Catholic or members of an even more ancient Christian sect, the Assyrian Church of the East. The Assyrians speak Aramaic, the language of Jesus. My family they re pretty patriotic American Assyrian Christians. Both of my great-grandfathers were crucified by Muslims literally on a cross,  Anweya told WND.  And that was because they were proud Christians, my great-grandfather used to walk around with a large gold cross around his neck, we never tried to hide it. So to see those ancient persecutors not only showing up in Macomb County en masse, but building a mosque on top of the Chaldean neighborhood, is  traumatizing,  Anweya said. While we are living in our safe haven, to allow a mosque to be built where we are is like putting us back to Iraq. We left everything behind to start from scratch, and then watching it follow us, this is traumatizing,  she said.  There are so many Muslim countries who could take these Muslim refugees, but they send them here. If we were treated fairly in their countries, then I would say let them build as many mosques as they want, but that day is far from reality. She said Muslim leaders don t believe in equality, and anything they say on that level is mere pandering to gullible local Christians. They don t believe in equality, even if they say they do,  she said.  Show me a Muslim country where Christians are treated 100 percent equal. Why is Christianity being degraded in every Muslim country? In 2003, we were 1.3 million Christians in Iraq, and that is where Christianity began and thrived, and now these are people who would be beheaded for their Christian faith. So, she said, the Assyrian and Chaldean communities have news for the Islamic centers that wish to build in their midst: These people are not going to give up their Christian faith,  Anweya said.  Where a nation is most vulnerable, is when they are not even calling themselves Christian anymore, that s the most dangerous I believe. When the sword is placed to your neck it s too late,  she added.  The Christians from Iraq, we are not building churches in Dearborn, so why are they building mosques in Sterling Heights? If we started building churches in Dearborn, I think you would see a few protests coming from them. Read more at:WND ",politics,21-Feb-17
30 WORKERS FIRED For Skipping Work To Protest On Behalf Of Illegal Immigrants…Calls Employer Who Fired Them A “Racist” [VIDEO],"The owner of a masonry business in Colorado is speaking out about his decision to fire more than 30 employees who did not show up for work in support of last week s  Day Without Immigrants  protest.Jim Serowski, the owner of JVS Masonry, told CNN in an interview on Sunday he did nothing wrong and said he warned his employees about the consequences of joining in the protest movement before they actually took the day off.Serowski said he told his employees,  If you re going to stand up for what you believe in you have to be willing to pay the price. On Saturday, Serowski also spoke to his local CBS News affiliate in Denver after one employee made an allegation that his termination felt like racism. Serowski denied the decision to terminate the workers was in any way racially motivated and said he made the decision because the employees violated the company s policy about not showing up to work. He said the decision put his company in a real bind because he had to shutdown two job sites on Thursday due to the protest and he is now risks missing an important construction deadline. They were told, if you no-call-no-show, you don t have a job,  Serowski told the news station.  It s that simple. ",politics,20-Feb-17
"LEFTIST MEDIA DESTROYED Mike Flynn, Cracked Jokes After Horrible LIE Obama’s National Security Advisor Told Media, Families Of Benghazi Victims [VIDEO]","Fun fact: While Trump press secretary Sean Spicer fielded 55 questions on February 14 related to the Flynn debacle, Obama s press secretary Jay Carney received only 13 questions from reporters on September 12, 2012, three of which were set-ups to blast Mitt Romney s criticism of the administration after the attack. 55 to 13.So as we now suffer through yet another patch of media mania, conspiracy theories, and unsubstantiated claims about how Trump hearts Russia, as well as the daily beatings endured by Spicer, let s reminisce to when the media and Obama s press flaks spun, deflected even joked about golf and  Saturday Night Live! less than a week after Benghazi.Buried deep beneath the Michael Flynn hysteria this week was Judicial Watch s release of newly obtained State Department documents related to the Benghazi terrorist attack on September 11, 2012. One email confirms again that the Obama administration knew the day after the attack it was not a random act of violence stemming from an anti-Muslim video. That was the excuse shamefully propagated by top Obama administration officials (including the president himself) and swallowed whole by a media establishment desperate to help Obama win re-election six weeks later.According to the summary of a call on September 12, 2012 between State Department Under-Secretary Patrick Kennedy and several congressional staffers, Kennedy was asked if the attack came under cover of protest:  No this was a direct breaching attack,  he answered. Kennedy also denied the attack was coordinated with the protests in Cairo over the video:  Attack in Cairo was a demonstration. There were no weapons shown or used. A few cans of spray paint. But of course nothing matches the audacity of trope by Obama s National Security Advisor Susan Rice on September 16, 2012. Rice went on several Sunday shows to peddle a story she knew was completely phony, one that was already quickly unraveling even as most in the media and administration tried to keep it intact.Rice repeats the line that Benghazi attack was not premediated and was connected to the demonstrations in Cairo over the video (a document obtained by Judicial Watch last year shows Hillary Clinton met with Rice a few days before her television appearances). Which presidential administration is fact-challenged, again?In a press gaggle on Air Force One the next day, guess how many times Deputy Press Secretary Josh Earnest was asked about Rice s comments? Ten? Five? One? Not once. Let me repeat that. The day after Obama s national security advisor was on five news programs to blame a terrorist attack on a YouTube video, not one reporter asked the White House about it. I actually had to re-read the transcripts several times, even checking the date over and over, to make sure this was accurate. Her name did not even come up.No discussion about the investigation. No discussion about emerging evidence from around the world that Benghazi was indeed a terrorist attack. (The only time it was mentioned was when Jen Psaki criticized Mitt Romney s comments about how the administration handled Benghazi and questioned whether he was ready for  primetime. )Here s what they did discuss: Debate prep, Occupy Wall Street, and the Chicago s teachers strike. An actual human reporter asked this:  It was a beautiful weekend for golf and he wasn t out on the course. Is it safe to assume maybe he was doing some preparation at the White House?  WHAT? Then they joked about football and  Saturday Night Live.   The FederalistWatch here as Susan Rice intentionally lies her way around the different TV networks and Trey Gowdy blasts the double standard of our media:Here is US Ambassador to the UN, who was elevated to Obama s National Security Advisor after she lied to the media and to the American people about Benghazi protests being sparked by a video. Watch Susan Rice explain how she has no regrets about lying about the reason for the deaths of 4 Americans in Benghazi:Watch here as Susan Rice s promotion to National Security Advisor is explained:",politics,20-Feb-17
HILARIOUS! LIBERALS STUNNED When Republican Guest Won’t Play Race-Baiting Game With MSNBC Host…Cuts Off Interview [VIDEO],"On Saturday, MSNBC s Joy Reid repeatedly attempted to race-bait former Republican congressman J.D. Hayworth on her show AM Joy. NewsBusters reported that the claims that Reid threw at Hayworth ranged from  false to misleading. Joy started out by asking if Hayworth had any  discomfort  that an  undocumented  woman walked into a courtroom to file a protection order against an abusive boyfriend (no mention of his residency status) and was met with ICE agents who arrested her (The job of an ICE agent is to arrest people who illegally cross our borders). An alternative version would be: A woman who has broken our laws, and living in our country ILLEGALLY, was arrested after walking into a courthouse to ask for the same protections afforded to taxpaying US citizens, after it was discovered that she is also a lawbreaker.However it wasn t until Hayworth exposed Reid s liberal hypocrisy by bringing up the fact that Elizabeth Warren is not Native-American that Reid flipped out and kicked the GOP guest off the show.",politics,19-Feb-17
"THE BIG QUESTION: Why Do We STILL Take 1,000 Somali Refugees A MONTH?","Please understand that our government is unable to know the exact number of Somalis we re taken in through all the different ways the government imports them. The number above does not include all the Somalis who got in to the US through other means including the Diversity Visa Lottery (50K admitted in the name of diversity), those who received student visas and disappeared into the American woodwork, are here protected by Temporary Protected Status, or who came across one of our borders and applied for asylum (or simply disappeared) over the last 3 decades.And, in order for there to be only 129,000 people of Somali ancestry here it would require us to believe some who came to the US left the country, that a whole heck of a lot of them died while they weren t having babies for nearly 35 years! It is nuts!When the government does census counts do they rely completely on who is willing to answer surveys, or do they make some attempt to look at government-held numbers about those who entered the country? Apparently they rely on Somalis willing to tell them something!In addition to the 136,376 through FY16, we have admitted 4,478 in the last 4 months and 19 days.And, we pick up Somalis all over the world, and I can assure you that vetting the wandering Somalis is impossible.Here is where that 4,478 were placed since October 1, 2016 (according to Wrapsnet): Please check out Wrapsnet if you want to dig into your state or any other numbers. It s a great resource! The top five states  welcoming  Somalis since October 1, 2016 are Minnesota (609), New York (397), Ohio (306), Kentucky (283) and Arizona (276). Virtually all Somalis are Muslims. WHERE ARE THE CONGRESSMEN FROM THESE TOP FIVE STATES? RAND PAUL, JOHN MCCAIN and others have been silent on the effort for the UN to push Somalis into our towns! And, of all the ethnic groups entering the US right now, Somalis (I believe) lead the pack in the number of terrorist attacks or attempted terrorist attacks, or who have been arrested and convicted of helping to support jihadists in some form or another.Frankly, there is absolutely no reason for the US to take in more Somalis! The UN is pushing them on us!Read more: RRW ",politics,19-Feb-17
CHARLIE DANIELS WARNS LIBERALS: Knock It Off Or “There Will Be Blood In The Streets!”,"Over a century ago, the United States of America went through a divisive and bloody Civil War that separated the people of this nation bone from marrow. It split friends, families and eventually the nation itself as a line was drawn dividing the Union States of the North from the newly formed Confederacy of the Southern States.Ostensibly, the war that followed was fought over the abolition of slavery, a devilish practice that never should have been allowed in the first place, and although it was the basic issue for the conflict   as is the case so much of the time   there were a myriad of other issues involved.One   in my opinion   was just plain stubbornness and pride and the dogged determination that the South would not let itself be told what to do by the other half of the country, but trade, tariffs and different attitudes and beliefs about just how far a federal government could go in setting the tone and making laws to be obeyed by all the states were also involved.The point I m trying to make is that the feelings festered so long and ran so deep that men whose fathers had stood shoulder to shoulder in the war for independence faced off across fields of battle and killed each other.The Civil War never should have happened, and had cooler heads prevailed on both sides, never would have. Southerners had to know that slavery was an abomination to the principles they had fought and died for in the Revolution.No man has the right to own another man, to reap the fruits of his labor for nothing, to consider his children nothing more than commodities to be sold off or traded away on a whim, separating families and breeding human beings like livestock.But instead of acknowledging the very obvious evil of this situation, politicians from the South, convinced that the economy of the Southern States was dependent on slavery, chose to become a separate nation and soon after over six hundred thousand Americans lost their lives in a senseless war that would set the Southern States back a half century.Surely, had it been approached by fair, level-headed men on both sides of the issue, abolition could have been achieved without war. But the rhetoric grew ever hotter. Brash young men on both sides, who had never fired a gun in anger, viewed a war as the pinnacle of romanticism, and implacable politicians refused to give an inch. Is this not the same attitude we see on the streets of America today?I see young people interviewed on television who can t even articulate the reason they are protesting. Others bent on destruction who probably espouse no cause but chaos.I ve seen hysterical protestors screaming about First Amendment rights which they seem to think only protect them and those who think like them and that the opposition has no First Amendment protection and should be shouted down at all costs.The rhetoric is becoming hotter and more nonsensical, the radical element more apparent, the violence and destruction of property more common place.The pot is boiling and it s only a matter of time before there will be blood on the streets.Americans have the right to civil disobedience, a right to gather and demonstrate against some policy they feel is unfair or harmful to the country at large, but they do not have the right to interrupt commerce, break windows, burn cars or do bodily harm to those who disagree with them.People who won t listen to reason, who ignore the law of the land and who try to stifle the opinions of others tend to forget that there is an element of violence on the other side as well, a side that, thankfully, so far has not yet come forth.But, should these conditions continue, someday soon the violent elements of both persuasions will find themselves on the same streets, and what will ensue will not be pretty.Learn from history, or repeat it.What do you think?Pray for our troops, our police and the peace of Jerusalem.God Bless America  Charlie DanielsCharlie Daniels is a legendary American singer, song writer, guitarist, and fiddler famous for his contributions to country and southern rock music. Daniels has been active as a singer since the early 1950s. He was inducted into the Grand Ole Opry on January 24, 2008.",politics,19-Feb-17
"HYSTERICAL! COMEDIAN JOE PISCOPO Imitates Maxine Waters, Adam Schiff, Bernie Sanders [Video]","Joe Piscopo is hysterical! He was on with Neil Cavuto and broke out with imitations of Waters, Sanders and Schiff:  And then you got Maxine Waters, Maxine Waters. What is with Maxine Waters. And every day with Maxine Waters it s,  I am sooo angry! Angry! Donald Trump scares me!  Maxine, please, just relax!Thank you Joe Piscopo for saying what everyone else is thinking! Maxine Waters has a track record of being unhinged! Here are a few of the most recent  Mad Max  episodes:Maxine Waters has a major brain freeze during an interview ripping on the Trump administration Karma?  Recognize that evidence is pouring in and it s growing or what is matt  what what is wrong with them, I just don t quite understand,  If Maxine Waters is the best the Dems have in their arsenal then this is good news for Republicans. The California Democrat has been bashing President Trump at every turn with no real reason. She s even called for his impeachment. Is this all she s got? She never speaks about what she s doing for the district in California that she doesn t even live in. She refuses to hear any opposing views during town halls. She has opposing voices removed so the adoring masses can rant and rave about Trump. It s truly a Banana Republic in Maxine s world. We ve reported in the past about her bizarre behavior but the best question was asked by Tucker Carlson:Maxine Waters is so filled with hate for anyone who disagrees with her, that she s decided to appoint herself as the Democrat s chief attack dog for President Trump and his administration. Unfortunately for Maxine, making a public spectacle of herself also comes with a price. Speaking of a price how about the price tag on career politician Maxine Waters $4.3 million mansion?Tucker Carlson reacted to Rep. Maxine Waters  (D-Calif.) threat to  take [HUD Secretary Dr. Ben Carson s] a** apart  by noting she might indeed be qualified to take his job.Carlson said Waters, a 40-year politician, lives in a 6,000 square-foot mansion worth $4.3 million that is not in her congressional district!",left-news,31-Jul-17
FEDERAL JUDGE STEPS IN To Review Legroom On Commercial Flights,"Firebrand conservative Ann Coulter exposed Delta Airlines who gave away a seat she had to pay extra for in order to accommodate her very long legs.Conservative columnist Ann Coulter flew into a fit of fury Saturday after Delta Airlines booted her from her reserved  Comfort+  seat   which comes with 3 additional inches of legroom   and gave it to another passenger.In a two-hour tweeting tantrum,she quoted her exchange with a flight attendant:  Why are you taking me out of the extra room seat I specifically booked?  she asked.Their answer, she said, was  I don t know. Here s an example of one of Coulter s tweets exposing Delta Airlines for giving her pre-paid seat with extra legroom away to a shorter passenger:Suckiest @Delta moved me from my PRE-BOOKED SEAT & gave it to some woman, not elderly, child, or sick. I have pictures so don t lie, @Delta!  Ann Coulter (@AnnCoulter) July 16, 2017Ann Coulter isn t the only person fed up with the shrinking seats on commercial airlines. Taller passengers are tired of traveling with their knees into their chest or being forced to sit sideways to accommodate their longer legs. And we haven t even discussed the limited room in seats for people who may be a little wider in the caboose. It appears that the federal government has decided to step in and flex their muscles, as they attempt to control decisions private airlines make about the size of their seats.Is it the government s job to determine how much space commercial airlines designate for their customers?A federal judge has ordered the Federal Aviation Administration to review seat sizes and legroom on commercial airlines.It s a victory for Flyers  Rights, an advocacy group that has pushed for new rules regulating seat sizes.Flyers  Rights says small airlines seats can put people s health at risk with conditions like blood clots in legs.They also say the average size of the seat itself has shrunk, along with space between the one behind.According to a report by Business Insider, the major airline that has the most space between seats is JetBlue, with 34 inches apart.The airline that boasted the least room was Spirit, with 28 inches between seats.Delta Air Lines and American Airlines were in the middle, with 31 inches between seats. Virgin America and Southwest had 32 inches, according to the report.   CBS Minnesota",left-news,31-Jul-17
NBC PUTS VIEWERS Out Of Their Misery…Cancels Disastrous MEGYN KELLY Show,"The initial run of Megyn Kelly s Sunday newsmagazine show will reportedly be taken off the air at least two episodes earlier than scheduled because of her disastrous ratings. Last week, Sunday Night with Megyn Kelly set another viewership low with just 2.71 million total viewers. In the last three weeks, her show has failed to beat the years-old Dateline rerun the network ran in her show s time slot when Kelly took a week off during the Fourth of July holiday weekend.According to the New York Post,  Kelly s ratings-challenged Sunday show was announced as a limited  run that would return after the football season. The network was reportedly angling for at least ten episodes but apparently decided to end Kelly s misery after eight episodes as Kelly s downward spiral in the ratings did not stop.An NBC spinmeister claimed that Kelly s show was going off the air after this week s show because she needs to be  freed up to focus  on her morning show. Translation: Kelly needs to do all she can to not ruin NBC s crown jewel Today franchise. Network executives, who reportedly have been freaking out about Kelly s poor ratings, are probably praying that Kelly simply does no more harm than she has already done in her short time at the network.  Breitbart News",left-news,30-Jul-17
SOCIALIST BERNIE SANDERS Can’t Explain Single Payer or Why Blue States Rejected It [Video],"Bernie Sanders should know his socialized medicine but in an exchange on Sunday he failed when he was pressed to explain why a single-payer health care system was rejected in Vermont and California, two staunchly Democratic states:CNN host Jake Tapper said that California and Vermont are  cobalt blue states  and asked how single-payer could be affordable at the national level if they rejected the system at the state level because of the expense:Single-payer failed to pass in both California and Vermont after lawmakers were unable to figure out how to fund the system. Voters in Colorado also rejected single-payer last year.Sanders pushed back against Tapper, citing  studies that he has seen,  and said that single-payer would save the average family  significant sums of money. If you look at Canada s single-payer health care system per capita, their costs are far far less than the United States,  Sanders said.   If you look at the UK, if you look at countries around the world, all of which have different approaches to a national health care system, in every instance, they are spending substantially less per capita than we pay in the United States. Read more: WFB",left-news,30-Jul-17
